Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;AER1110;01;3,00;60;25;C-407.30;C;H;;TL;PROJET INITIAL GENIE AEROSPAT.;60;MAR;1245
BA;AER1110;01;3,00;60;26;C-407.30;C;H;;TL;PROJET INITIAL GENIE AEROSPAT.;60;MAR;1345
BA;AER1110;01;3,00;60;27;C-407.30;L;H;;TL;PROJET INITIAL GENIE AEROSPAT.;60;MAR;1445
BA;AER1110;01;3,00;60;28;C-407.30;L;H;;TL;PROJET INITIAL GENIE AEROSPAT.;60;MAR;1545
BA;AER1110;01;3,00;60;29;C-407.30;L;H;;TL;PROJET INITIAL GENIE AEROSPAT.;60;MAR;1645
BA;AER2100;01;3,00;186;38;A-416;C;H;;TL;METHODES EXPER. INSTRUM. AERO;20;MER;1545
BA;AER2100;01;3,00;186;39;A-416;C;H;;TL;METHODES EXPER. INSTRUM. AERO;20;MER;1645
BA;AER2100;01;3,00;186;53;A-416;C;H;;TL;METHODES EXPER. INSTRUM. AERO;20;VEN;1030
BA;AER2100;01;3,00;186;54;A-416;C;H;;TL;METHODES EXPER. INSTRUM. AERO;20;VEN;1130
BA;AER2100;01;3,00;60;23;L-6657;L;H;;TL;METHODES EXPER. INSTRUM. AERO;20;MAR;1030
BA;AER2100;01;3,00;60;24;L-6657;L;H;;TL;METHODES EXPER. INSTRUM. AERO;20;MAR;1130
BA;AER2430;01;3,00;60;15;L-3816;C;B;;TLS;VIBRAT. SYST. AERONAUTIQUES;60;LUN;1245
BA;AER2430;01;3,00;60;16;L-3816;C;B;;TLS;VIBRAT. SYST. AERONAUTIQUES;60;LUN;1345
BA;AER2430;01;3,00;60;17;L-3816;C;B;;TLS;VIBRAT. SYST. AERONAUTIQUES;60;LUN;1445
BA;AER2430;01;3,00;60;27;L-6657;L;B;I;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1445
BA;AER2430;01;3,00;60;28;L-6657;L;B;I;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1545
BA;AER2430;01;3,00;60;29;L-6657;L;B;I;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1645
BA;AER2430;02;3,00;60;27;L-6657;L;B;P;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1445
BA;AER2430;02;3,00;60;28;L-6657;L;B;P;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1545
BA;AER2430;02;3,00;60;29;L-6657;L;B;P;TLS;VIBRAT. SYST. AERONAUTIQUES;30;MAR;1645
BA;AER3000;01;1,00;500;5B;INTERNET;C;A;;T;HABILETES PERSONN. ET PROFESS.;100;VEN;1845
BA;AER3000A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;100;VEN;1745
BA;AER3000I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;50;VEN;1745
BA;AER3900;01;3,00;150;14;M-1010;C;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;35;LUN;1130
BA;AER3900;01;3,00;63;53;B-505;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;VEN;1030
BA;AER3900;01;3,00;63;54;B-505;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;VEN;1130
BA;AER3900;02;3,00;55;58;A-526;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;VEN;1545
BA;AER3900;02;3,00;55;59;A-526;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;VEN;1645
BA;AER3900;03;3,00;50;35;C-630;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;MER;1245
BA;AER3900;03;3,00;50;36;C-630;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;MER;1345
BA;AER3900;04;3,00;500;1B0;DISTANCE04;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;LUN;1800
BA;AER3900;04;3,00;500;1C0;DISTANCE04;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;LUN;1900
BA;AER3900;05;3,00;500;4B0;DISTANCE02;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;JEU;1800
BA;AER3900;05;3,00;500;4C0;DISTANCE02;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;7;JEU;1900
BA;AER4000;01;2,00;100;3C0;M-1410;C;A;;T;POLITIQUE - DROIT DE L'AEROSP.;60;MER;1900
BA;AER4000;01;2,00;100;3D0;M-1410;C;A;;T;POLITIQUE - DROIT DE L'AEROSP.;60;MER;2000
BA;AER4000;01;2,00;100;3E0;M-1410;C;A;;T;POLITIQUE - DROIT DE L'AEROSP.;60;MER;2100
BA;AER4270;01;3,00;100;2B0;L-1720;C;H;;TL;PROPULSION AERONAUTIQUE;60;MAR;1800
BA;AER4270;01;3,00;100;2C0;L-1720;C;H;;TL;PROPULSION AERONAUTIQUE;60;MAR;1900
BA;AER4270;01;3,00;100;3B0;L-1720;C;H;;TL;PROPULSION AERONAUTIQUE;60;MER;1800
BA;AER4270;01;3,00;100;3C0;L-1720;C;H;;TL;PROPULSION AERONAUTIQUE;60;MER;1900
BA;AER4270;01;3,00;60;46;C-407.9;L;H;;TL;PROPULSION AERONAUTIQUE;60;JEU;1345
BA;AER4270;01;3,00;60;47;C-407.9;L;H;;TL;PROPULSION AERONAUTIQUE;60;JEU;1445
BA;AER4270;01;3,00;60;48;C-407.9;L;H;;TL;PROPULSION AERONAUTIQUE;60;JEU;1545
BA;AER4270;01;3,00;60;49;C-407.9;L;H;;TL;PROPULSION AERONAUTIQUE;60;JEU;1645
BA;CHE0501;01;3,00;60;15;L-2712;C;H;;TL;CHIMIE GENERALE;55;LUN;1245
BA;CHE0501;01;3,00;60;16;L-2712;C;H;;TL;CHIMIE GENERALE;55;LUN;1345
BA;CHE0501;01;3,00;60;17;L-2712;C;H;;TL;CHIMIE GENERALE;55;LUN;1445
BA;CHE0501;01;3,00;60;58;L-2712;L;H;;TL;CHIMIE GENERALE;55;VEN;1545
BA;CHE0501;01;3,00;60;59;L-2712;L;H;;TL;CHIMIE GENERALE;55;VEN;1645
BA;CHE0501;02;3,00;77;11;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;0830
BA;CHE0501;02;3,00;77;12;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;0930
BA;CHE0501;02;3,00;77;13;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;1030
BA;CHE0501;02;3,00;77;41;A-410;L;H;;TL;CHIMIE GENERALE;55;JEU;0830
BA;CHE0501;02;3,00;77;42;A-410;L;H;;TL;CHIMIE GENERALE;55;JEU;0930
BA;CHE0501;03;3,00;77;15;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;1245
BA;CHE0501;03;3,00;77;16;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;1345
BA;CHE0501;03;3,00;77;17;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;1445
BA;CHE0501;03;3,00;77;43;A-410;L;H;;TL;CHIMIE GENERALE;55;JEU;1030
BA;CHE0501;03;3,00;77;44;A-410;L;H;;TL;CHIMIE GENERALE;55;JEU;1130
BA;CHE0501;04;3,00;77;46;A-410;C;H;;TL;CHIMIE GENERALE;55;JEU;1345
BA;CHE0501;04;3,00;77;47;A-410;C;H;;TL;CHIMIE GENERALE;55;JEU;1445
BA;CHE0501;04;3,00;77;48;A-410;C;H;;TL;CHIMIE GENERALE;55;JEU;1545
BA;CHE0501;04;3,00;84;58;B-415;L;H;;TL;CHIMIE GENERALE;55;VEN;1545
BA;CHE0501;04;3,00;84;59;B-415;L;H;;TL;CHIMIE GENERALE;55;VEN;1645
BA;CIV1000;01;3,00;65;25;L-2710;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;MAR;1245
BA;CIV1000;01;3,00;65;26;L-2710;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;MAR;1345
BA;CIV1000;01;3,00;65;27;L-2710;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;MAR;1445
BA;CIV1000;01;3,00;70;4A;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1745
BA;CIV1000;01;3,00;70;4B;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1845
BA;CIV1000;01;3,00;70;4C;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1945
BA;CIV1000;01;3,00;70;47;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1445
BA;CIV1000;01;3,00;70;48;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1545
BA;CIV1000;01;3,00;70;49;M-2203;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;50;JEU;1645
BA;CIV1101;01;3,00;98;41;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;0830
BA;CIV1101;01;3,00;98;42;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;0930
BA;CIV1101;01;3,00;98;43;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;1030
BA;CIV1101;01;3,00;30;21;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;0830
BA;CIV1101;01;3,00;30;22;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;0930
BA;CIV1101;01;3,00;30;23;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;1030
BA;CIV1101;02;3,00;30;35;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MER;1245
BA;CIV1101;02;3,00;30;36;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MER;1345
BA;CIV1101;02;3,00;30;37;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MER;1445
BA;CIV1120;01;3,00;80;15;L-6611;C;H;;TL;TECHN. INFORMAT. GENIE CIVIL;80;LUN;1245
BA;CIV1120;01;3,00;80;16;L-6611;C;H;;TL;TECHN. INFORMAT. GENIE CIVIL;80;LUN;1345
BA;CIV1120;01;3,00;80;17;L-6611;L;H;;TL;TECHN. INFORMAT. GENIE CIVIL;80;LUN;1445
BA;CIV1120;01;3,00;80;18;L-6611;L;H;;TL;TECHN. INFORMAT. GENIE CIVIL;80;LUN;1545
BA;CIV1140;01;3,00;100;41;M-1410;C;H;;TLS;MATERIAUX DE GENIE CIVIL;1;JEU;0830
BA;CIV1140;01;3,00;100;42;M-1410;C;H;;TLS;MATERIAUX DE GENIE CIVIL;1;JEU;0930
BA;CIV1140;01;3,00;100;43;M-1410;C;H;;TLS;MATERIAUX DE GENIE CIVIL;1;JEU;1030
BA;CIV1140;01;3,00;56;12;B-530.2;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;LUN;0930
BA;CIV1140;01;3,00;56;13;B-530.2;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;LUN;1030
BA;CIV1140;01;3,00;56;14;B-530.2;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;LUN;1130
BA;CIV1140;02;3,00;50;31;C-630;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;MER;0830
BA;CIV1140;02;3,00;50;32;C-630;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;MER;0930
BA;CIV1140;02;3,00;50;33;C-630;L;H;;TLS;MATERIAUX DE GENIE CIVIL;1;MER;1030
BA;CIV1150;01;3,00;100;27;M-1020;C;B;;TL;RESISTANCE DES MATERIAUX;100;MAR;1445
BA;CIV1150;01;3,00;100;28;M-1020;C;B;;TL;RESISTANCE DES MATERIAUX;100;MAR;1545
BA;CIV1150;01;3,00;100;29;M-1020;C;B;;TL;RESISTANCE DES MATERIAUX;100;MAR;1645
BA;CIV1150;01;3,00;100;55;L-1720;L;B;I;TL;RESISTANCE DES MATERIAUX;100;VEN;1245
BA;CIV1150;01;3,00;100;56;L-1720;L;B;I;TL;RESISTANCE DES MATERIAUX;100;VEN;1345
BA;CIV1150;01;3,00;100;57;L-1720;L;B;I;TL;RESISTANCE DES MATERIAUX;100;VEN;1445
BA;CIV1205;01;1,00;60;31;L-2712;C;A;;T;HABILETES RELATIONNELLES;40;MER;0830
BA;CIV1205;01;1,00;60;32;L-2712;C;A;;T;HABILETES RELATIONNELLES;40;MER;0930
BA;CIV1205;01;1,00;60;33;L-2712;C;A;;T;HABILETES RELATIONNELLES;40;MER;1030
BA;CIV1205;02;1,00;50;21;B-314;C;A;;T;HABILETES RELATIONNELLES;42;MAR;0830
BA;CIV1205;02;1,00;50;22;B-314;C;A;;T;HABILETES RELATIONNELLES;42;MAR;0930
BA;CIV1205;02;1,00;50;23;B-314;C;A;;T;HABILETES RELATIONNELLES;42;MAR;1030
BA;CIV1210;01;3,00;125;38;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;MER;1545
BA;CIV1210;01;3,00;125;39;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;MER;1645
BA;CIV1210;01;3,00;125;44;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;JEU;1130
BA;CIV1210;01;3,00;100;55;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1245
BA;CIV1210;01;3,00;100;56;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1345
BA;CIV1210;01;3,00;100;57;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1445
BA;CIV1210;02;3,00;125;38;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;MER;1545
BA;CIV1210;02;3,00;125;39;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;MER;1645
BA;CIV1210;02;3,00;125;44;B-316.1;C;B;;TL;GENIE DE L'ENVIRONNEMENT;45;JEU;1130
BA;CIV1210;02;3,00;100;55;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1245
BA;CIV1210;02;3,00;100;56;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1345
BA;CIV1210;02;3,00;100;57;L-1720;L;B;P;TL;GENIE DE L'ENVIRONNEMENT;45;VEN;1445
BA;CIV1910;01;2,00;100;51;L-1710;C;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;VEN;0830
BA;CIV1910;01;2,00;100;52;L-1710;C;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;VEN;0930
BA;CIV1910;01;2,00;100;53;L-1710;C;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;VEN;1030
BA;CIV1910;01;2,00;100;35;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;MER;1245
BA;CIV1910;01;2,00;100;36;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;MER;1345
BA;CIV1910;01;2,00;100;37;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;MER;1445
BA;CIV1910;02;2,00;100;46;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;JEU;1345
BA;CIV1910;02;2,00;100;47;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;JEU;1445
BA;CIV1910;02;2,00;100;48;B-620.2;L;H;;TLS;PROJET ANAL.EXP. OUVR. CIVILS;1;JEU;1545
BA;CIV2205;01;1,00;55;11;M-2107;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;LUN;0830
BA;CIV2205;01;1,00;55;12;M-2107;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;LUN;0930
BA;CIV2205;01;1,00;55;13;M-2107;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;LUN;1030
BA;CIV2205;02;1,00;50;31;B-314;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;MER;0830
BA;CIV2205;02;1,00;50;32;B-314;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;MER;0930
BA;CIV2205;02;1,00;50;33;B-314;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;42;MER;1030
BA;CIV2310;01;3,00;70;31;B-543;C;B;;TL;MECANIQUE DES FLUIDES;65;MER;0830
BA;CIV2310;01;3,00;70;32;B-543;C;B;;TL;MECANIQUE DES FLUIDES;65;MER;0930
BA;CIV2310;01;3,00;70;33;B-543;C;B;;TL;MECANIQUE DES FLUIDES;65;MER;1030
BA;CIV2310;01;3,00;65;46;L-2708;L;B;P;TL;MECANIQUE DES FLUIDES;65;JEU;1345
BA;CIV2310;01;3,00;65;47;L-2708;L;B;P;TL;MECANIQUE DES FLUIDES;65;JEU;1445
BA;CIV2310;01;3,00;65;48;L-2708;L;B;P;TL;MECANIQUE DES FLUIDES;65;JEU;1545
BA;CIV2320;01;2,00;74;35;M-2002;C;H;;TL;HYDROLOGIE POUR INGENIEUR;40;MER;1245
BA;CIV2320;01;2,00;74;36;M-2002;C;H;;TL;HYDROLOGIE POUR INGENIEUR;40;MER;1345
BA;CIV2320;01;2,00;50;37;L-6622;L;H;;TL;HYDROLOGIE POUR INGENIEUR;40;MER;1445
BA;CIV2320;01;2,00;50;38;L-6622;L;H;;TL;HYDROLOGIE POUR INGENIEUR;40;MER;1545
BA;CIV2320;02;2,00;71;56;B-405;C;H;;TL;HYDROLOGIE POUR INGENIEUR;40;VEN;1345
BA;CIV2320;02;2,00;71;57;B-405;C;H;;TL;HYDROLOGIE POUR INGENIEUR;40;VEN;1445
BA;CIV2320;02;2,00;50;58;L-6622;L;H;;TL;HYDROLOGIE POUR INGENIEUR;40;VEN;1545
BA;CIV2320;02;2,00;50;59;L-6622;L;H;;TL;HYDROLOGIE POUR INGENIEUR;40;VEN;1645
BA;CIV2500;01;3,00;100;22;M-1410;C;B;;TL;COMPORTEMENT RESIST. CONST.;85;MAR;0930
BA;CIV2500;01;3,00;100;23;M-1410;C;B;;TL;COMPORTEMENT RESIST. CONST.;85;MAR;1030
BA;CIV2500;01;3,00;100;24;M-1410;C;B;;TL;COMPORTEMENT RESIST. CONST.;85;MAR;1130
BA;CIV2500;01;3,00;100;52;M-1020;L;B;I;TL;COMPORTEMENT RESIST. CONST.;85;VEN;0930
BA;CIV2500;01;3,00;100;53;M-1020;L;B;I;TL;COMPORTEMENT RESIST. CONST.;85;VEN;1030
BA;CIV2500;01;3,00;100;54;M-1020;L;B;I;TL;COMPORTEMENT RESIST. CONST.;85;VEN;1130
BA;CIV2710;01;3,00;100;55;M-1420;C;B;;TL;SYSTEMES DE TRANSPORT;80;VEN;1245
BA;CIV2710;01;3,00;100;56;M-1420;C;B;;TL;SYSTEMES DE TRANSPORT;80;VEN;1345
BA;CIV2710;01;3,00;100;57;M-1420;C;B;;TL;SYSTEMES DE TRANSPORT;80;VEN;1445
BA;CIV2710;01;3,00;80;25;L-6613;L;B;P;TL;SYSTEMES DE TRANSPORT;80;MAR;1245
BA;CIV2710;01;3,00;80;26;L-6613;L;B;P;TL;SYSTEMES DE TRANSPORT;80;MAR;1345
BA;CIV2710;01;3,00;80;27;L-6613;L;B;P;TL;SYSTEMES DE TRANSPORT;80;MAR;1445
BA;CIV2920;01;2,00;84;31;B-415;C;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;MER;0830
BA;CIV2920;01;2,00;84;32;B-415;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;MER;0930
BA;CIV2920;01;2,00;84;33;B-415;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;MER;1030
BA;CIV2920;02;2,00;84;11;B-415;C;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;LUN;0830
BA;CIV2920;02;2,00;84;12;B-415;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;LUN;0930
BA;CIV2920;02;2,00;84;13;B-415;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;1;LUN;1030
BA;CIV3100;01;1,00;500;5A;INTERNET;C;A;;T;COMMUNICATION ECRITE ET ORALE;100;VEN;1745
BA;CIV3100A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;200;VEN;1745
BA;CIV3100I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;200;VEN;1745
BA;CIV3220;01;3,00;50;31;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;MER;0830
BA;CIV3220;01;3,00;50;32;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;MER;0930
BA;CIV3220;01;3,00;50;33;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;MER;1030
BA;CIV3220;01;3,00;50;11;L-6615;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;0830
BA;CIV3220;01;3,00;50;12;L-6615;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;0930
BA;CIV3220;01;3,00;50;13;L-6615;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;1030
BA;CIV3220;02;3,00;55;51;M-2107;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;VEN;0830
BA;CIV3220;02;3,00;55;52;M-2107;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;VEN;0930
BA;CIV3220;02;3,00;55;53;M-2107;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;VEN;1030
BA;CIV3220;02;3,00;50;11;L-6615;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;0830
BA;CIV3220;02;3,00;50;12;L-6615;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;0930
BA;CIV3220;02;3,00;50;13;L-6615;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;50;LUN;1030
BA;CIV3330;01;3,00;60;25;M-2401;C;H;;TLS;HYDRAULIQUE DES RESEAUX;56;MAR;1245
BA;CIV3330;01;3,00;60;26;M-2401;C;H;;TLS;HYDRAULIQUE DES RESEAUX;56;MAR;1345
BA;CIV3330;01;3,00;60;27;M-2401;C;H;;TLS;HYDRAULIQUE DES RESEAUX;56;MAR;1445
BA;CIV3330;01;3,00;60;58;M-2401;L;H;;TLS;HYDRAULIQUE DES RESEAUX;28;VEN;1545
BA;CIV3330;01;3,00;60;59;M-2401;L;H;;TLS;HYDRAULIQUE DES RESEAUX;28;VEN;1645
BA;CIV3330;02;3,00;50;55;M-2103;L;H;;TLS;HYDRAULIQUE DES RESEAUX;28;VEN;1245
BA;CIV3330;02;3,00;50;56;M-2103;L;H;;TLS;HYDRAULIQUE DES RESEAUX;28;VEN;1345
BA;CIV3415;01;3,00;70;46;B-543;C;H;;TLS;MECANIQUE DES SOLS;70;JEU;1345
BA;CIV3415;01;3,00;70;47;B-543;C;H;;TLS;MECANIQUE DES SOLS;70;JEU;1445
BA;CIV3415;01;3,00;70;48;B-543;C;H;;TLS;MECANIQUE DES SOLS;70;JEU;1545
BA;CIV3415;01;3,00;51;32;A-503;L;H;;TLS;MECANIQUE DES SOLS;35;MER;0930
BA;CIV3415;01;3,00;51;33;A-503;L;H;;TLS;MECANIQUE DES SOLS;35;MER;1030
BA;CIV3415;01;3,00;51;34;A-503;L;H;;TLS;MECANIQUE DES SOLS;35;MER;1130
BA;CIV3415;02;3,00;43;52;A-401;L;H;;TLS;MECANIQUE DES SOLS;35;VEN;0930
BA;CIV3415;02;3,00;43;53;A-401;L;H;;TLS;MECANIQUE DES SOLS;35;VEN;1030
BA;CIV3415;02;3,00;43;54;A-401;L;H;;TLS;MECANIQUE DES SOLS;35;VEN;1130
BA;CIV3420;01;3,00;100;25;M-1410;C;B;;TL;FONDATIONS;90;MAR;1245
BA;CIV3420;01;3,00;100;26;M-1410;C;B;;TL;FONDATIONS;90;MAR;1345
BA;CIV3420;01;3,00;100;27;M-1410;C;B;;TL;FONDATIONS;90;MAR;1445
BA;CIV3420;01;3,00;100;52;M-1020;L;B;P;TL;FONDATIONS;90;VEN;0930
BA;CIV3420;01;3,00;100;53;M-1020;L;B;P;TL;FONDATIONS;90;VEN;1030
BA;CIV3420;01;3,00;100;54;M-1020;L;B;P;TL;FONDATIONS;90;VEN;1130
BA;CIV3502;01;3,00;70;1B1;M-2204;C;B;;TL;ANALYSE DES STRUCTURES;70;LUN;1830
BA;CIV3502;01;3,00;70;1C1;M-2204;C;B;;TL;ANALYSE DES STRUCTURES;70;LUN;1930
BA;CIV3502;01;3,00;70;1D1;M-2204;C;B;;TL;ANALYSE DES STRUCTURES;70;LUN;2030
BA;CIV3502;01;3,00;70;2B1;M-2203;L;B;I;TL;ANALYSE DES STRUCTURES;70;MAR;1830
BA;CIV3502;01;3,00;70;2C1;M-2203;L;B;I;TL;ANALYSE DES STRUCTURES;70;MAR;1930
BA;CIV3502;01;3,00;70;2D1;M-2203;L;B;I;TL;ANALYSE DES STRUCTURES;70;MAR;2030
BA;CIV3503;01;3,00;100;31;M-1410;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;0830
BA;CIV3503;01;3,00;100;32;M-1410;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;0930
BA;CIV3503;01;3,00;100;33;M-1410;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;1030
BA;CIV3503;01;3,00;120;35;M-1510;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;1245
BA;CIV3503;01;3,00;120;36;M-1510;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;1345
BA;CIV3503;01;3,00;120;37;M-1510;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;100;MER;1445
BA;CIV3504;01;3,00;100;46;M-1120;C;B;;TL;STRUCTURES EN BETON ARME;100;JEU;1345
BA;CIV3504;01;3,00;100;47;M-1120;C;B;;TL;STRUCTURES EN BETON ARME;100;JEU;1445
BA;CIV3504;01;3,00;100;48;M-1120;C;B;;TL;STRUCTURES EN BETON ARME;100;JEU;1545
BA;CIV3504;01;3,00;120;35;M-1510;L;B;I;TL;STRUCTURES EN BETON ARME;100;MER;1245
BA;CIV3504;01;3,00;120;36;M-1510;L;B;I;TL;STRUCTURES EN BETON ARME;100;MER;1345
BA;CIV3504;01;3,00;120;37;M-1510;L;B;I;TL;STRUCTURES EN BETON ARME;100;MER;1445
BA;CIV3930;01;3,00;63;15;B-505;C;H;;TL;PROJET DE CARACT. GPS ET GIS;1;LUN;1245
BA;CIV3930;01;3,00;63;16;B-505;C;H;;TL;PROJET DE CARACT. GPS ET GIS;1;LUN;1345
BA;CIV3930;01;3,00;60;35;L-6624;L;H;;TL;PROJET DE CARACT. GPS ET GIS;1;MER;1245
BA;CIV3930;01;3,00;60;36;L-6624;L;H;;TL;PROJET DE CARACT. GPS ET GIS;1;MER;1345
BA;CIV3930;01;3,00;60;37;L-6624;L;H;;TL;PROJET DE CARACT. GPS ET GIS;1;MER;1445
BA;ELE1001;01;4,00;45;15;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;36;LUN;1245
BA;ELE1001;01;4,00;45;16;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;36;LUN;1345
BA;ELE1001;01;4,00;45;25;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;36;MAR;1245
BA;ELE1001;01;4,00;45;26;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;36;MAR;1345
BA;ELE1001;01;4,00;60;11;L-7660;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;36;LUN;0830
