Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;GLQ1100;01;2,00;60;26;B-640;L;B;I;TLS;GEOLOGIE GENERALE;20;MAR;1345
BA;GLQ1100;01;2,00;60;27;B-640;L;B;I;TLS;GEOLOGIE GENERALE;20;MAR;1445
BA;GLQ1100;02;2,00;60;25;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;MAR;1245
BA;GLQ1100;02;2,00;60;26;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;MAR;1345
BA;GLQ1100;02;2,00;60;27;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;MAR;1445
BA;GLQ1100;03;2,00;60;41;B-640;L;B;I;TLS;GEOLOGIE GENERALE;20;JEU;0830
BA;GLQ1100;03;2,00;60;42;B-640;L;B;I;TLS;GEOLOGIE GENERALE;20;JEU;0930
BA;GLQ1100;03;2,00;60;43;B-640;L;B;I;TLS;GEOLOGIE GENERALE;20;JEU;1030
BA;GLQ1100;04;2,00;60;41;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;JEU;0830
BA;GLQ1100;04;2,00;60;42;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;JEU;0930
BA;GLQ1100;04;2,00;60;43;B-640;L;B;P;TLS;GEOLOGIE GENERALE;12;JEU;1030
BA;GLQ1110;01;4,00;60;18;B-638;C;H;;TL;GEOLOGIE STRUCTURALE;40;LUN;1545
BA;GLQ1110;01;4,00;60;19;B-638;C;H;;TL;GEOLOGIE STRUCTURALE;40;LUN;1645
BA;GLQ1110;01;4,00;60;23;B-638;C;H;;TL;GEOLOGIE STRUCTURALE;40;MAR;1030
BA;GLQ1110;01;4,00;60;24;B-638;C;H;;TL;GEOLOGIE STRUCTURALE;40;MAR;1130
BA;GLQ1110;01;4,00;60;42;B-638;L;H;;TL;GEOLOGIE STRUCTURALE;40;JEU;0930
BA;GLQ1110;01;4,00;60;43;B-638;L;H;;TL;GEOLOGIE STRUCTURALE;40;JEU;1030
BA;GLQ1110;01;4,00;60;44;B-638;L;H;;TL;GEOLOGIE STRUCTURALE;40;JEU;1130
BA;GLQ1115;01;4,00;50;13;B-639;C;H;;TLS;PETROGRAPHIE;22;LUN;1030
BA;GLQ1115;01;4,00;50;14;B-639;C;H;;TLS;PETROGRAPHIE;22;LUN;1130
BA;GLQ1115;01;4,00;50;31;B-639;L;H;;TLS;PETROGRAPHIE;22;MER;0830
BA;GLQ1115;01;4,00;50;32;B-639;L;H;;TLS;PETROGRAPHIE;22;MER;0930
BA;GLQ1115;01;4,00;50;33;B-639;L;H;;TLS;PETROGRAPHIE;22;MER;1030
BA;GLQ1115;01;4,00;50;46;B-639;L;H;;TLS;PETROGRAPHIE;22;JEU;1345
BA;GLQ1115;01;4,00;50;47;B-639;L;H;;TLS;PETROGRAPHIE;22;JEU;1445
BA;GLQ1115;01;4,00;50;48;B-639;L;H;;TLS;PETROGRAPHIE;22;JEU;1545
BA;GLQ1700;01;1,00;999;5A;DEPART.;C;A;;T;PROJ.CARTOGRAPHIE GEOLOGIQUE;35;VEN;1745
BA;GLQ2200;01;3,00;70;15;B-543;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;LUN;1245
BA;GLQ2200;01;3,00;70;16;B-543;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;LUN;1345
BA;GLQ2200;01;3,00;70;17;B-543;C;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;LUN;1445
BA;GLQ2200;01;3,00;51;42;A-503;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;JEU;0930
BA;GLQ2200;01;3,00;51;43;A-503;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;JEU;1030
BA;GLQ2200;01;3,00;51;44;A-503;L;H;;TL;GEOPHYSIQUE APPLIQUEE I;40;JEU;1130
BA;GLQ2601;01;3,00;50;31;C-624;C;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;MER;0830
BA;GLQ2601;01;3,00;50;32;C-624;C;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;MER;0930
BA;GLQ2601;01;3,00;50;33;C-624;C;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;MER;1030
BA;GLQ2601;01;3,00;55;55;A-526;L;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;VEN;1245
BA;GLQ2601;01;3,00;55;56;A-526;L;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;VEN;1345
BA;GLQ2601;01;3,00;55;57;A-526;L;H;;TL;HYDROGEOLOGIE APPLIQUEE;45;VEN;1445
BA;GLQ3000;01;1,00;500;5A;INTERNET;C;A;;T;COMMUNICATION ECRITE ET ORALE;50;VEN;1745
BA;GLQ3000A;01;0,00;500;5B;INTERNET;C;A;;T;ATELIERS EN CEO;50;VEN;1845
BA;GLQ3000I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;50;VEN;1745
BA;IND1205;01;2,00;102;55;B-418;C;A;;T;HPR-TRAVAIL EQUIPE COLLABORAT.;20;VEN;1245
BA;IND1205;01;2,00;102;56;B-418;C;A;;T;HPR-TRAVAIL EQUIPE COLLABORAT.;20;VEN;1345
BA;IND1205;01;2,00;102;57;B-418;C;A;;T;HPR-TRAVAIL EQUIPE COLLABORAT.;20;VEN;1445
BA;IND1401;01;3,00;150;31;M-1010;C;H;;TLS;SYSTEMES PRODUCTION DURABLES;100;MER;0830
BA;IND1401;01;3,00;150;32;M-1010;C;H;;TLS;SYSTEMES PRODUCTION DURABLES;100;MER;0930
BA;IND1401;01;3,00;150;33;M-1010;C;H;;TLS;SYSTEMES PRODUCTION DURABLES;100;MER;1030
BA;IND1401;01;3,00;80;18;L-6613;L;H;;TLS;SYSTEMES PRODUCTION DURABLES;50;LUN;1545
BA;IND1401;01;3,00;80;19;L-6613;L;H;;TLS;SYSTEMES PRODUCTION DURABLES;50;LUN;1645
BA;IND1401;02;3,00;80;46;L-6611;L;H;;TLS;SYSTEMES PRODUCTION DURABLES;50;JEU;1345
BA;IND1401;02;3,00;80;47;L-6611;L;H;;TLS;SYSTEMES PRODUCTION DURABLES;50;JEU;1445
BA;IND1901;01;3,00;130;27;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MAR;1445
BA;IND1901;01;3,00;130;28;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MAR;1545
BA;IND1901;01;3,00;130;29;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MAR;1645
BA;IND1901;01;3,00;130;46;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;JEU;1345
BA;IND1901;01;3,00;130;47;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;JEU;1445
BA;IND1901;01;3,00;130;48;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;JEU;1545
BA;IND1901;02;3,00;130;37;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MER;1445
BA;IND1901;02;3,00;130;38;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MER;1545
BA;IND1901;02;3,00;130;39;A-604;C;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;MER;1645
BA;IND1901;02;3,00;130;51;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;VEN;0830
BA;IND1901;02;3,00;130;52;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;VEN;0930
BA;IND1901;02;3,00;130;53;A-604;L;H;;TL;PROJET CONC. ERGON. DU TRAVAIL;60;VEN;1030
BA;IND2201;01;3,00;102;27;B-418;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MAR;1445
BA;IND2201;01;3,00;102;28;B-418;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MAR;1545
BA;IND2201;01;3,00;102;29;B-418;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MAR;1645
BA;IND2201;02;3,00;60;37;B-638;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MER;1445
BA;IND2201;02;3,00;60;38;B-638;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MER;1545
BA;IND2201;02;3,00;60;39;B-638;C;A;;T;STRUCTURE ET FONCT. DES ORG.;60;MER;1645
BA;IND2601;01;3,00;70;1A0;M-2203;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;LUN;1700
BA;IND2601;01;3,00;70;1B0;M-2203;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;LUN;1800
BA;IND2601;01;3,00;70;190;M-2203;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;LUN;1600
BA;IND2601;01;3,00;43;31;A-401;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;0830
BA;IND2601;01;3,00;43;32;A-401;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;0930
BA;IND2601;01;3,00;43;33;A-401;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;1030
BA;IND2601;02;3,00;70;51;M-2004;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;VEN;0830
BA;IND2601;02;3,00;70;52;M-2004;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;VEN;0930
BA;IND2601;02;3,00;70;53;M-2004;C;B;;TLS;REING. DE PROCESSUS D'AFFAIRES;70;VEN;1030
BA;IND2601;02;3,00;43;31;A-401;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;0830
BA;IND2601;02;3,00;43;32;A-401;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;0930
BA;IND2601;02;3,00;43;33;A-401;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;MER;1030
BA;IND2601;03;3,00;60;4A0;L-2712;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1700
BA;IND2601;03;3,00;60;4B0;L-2712;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1800
BA;IND2601;03;3,00;60;490;L-2712;L;B;I;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1600
BA;IND2601;04;3,00;60;4A0;L-2712;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1700
BA;IND2601;04;3,00;60;4B0;L-2712;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1800
BA;IND2601;04;3,00;60;490;L-2712;L;B;P;TLS;REING. DE PROCESSUS D'AFFAIRES;35;JEU;1600
BA;IND2902;01;3,00;130;35;A-604;C;H;;TL;PROJET MISE EN PRODUCTION;60;MER;1245
BA;IND2902;01;3,00;130;36;A-604;C;H;;TL;PROJET MISE EN PRODUCTION;60;MER;1345
BA;IND2902;01;3,00;130;41;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;JEU;0830
BA;IND2902;01;3,00;130;42;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;JEU;0930
BA;IND2902;01;3,00;130;43;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;JEU;1030
BA;IND2902;02;3,00;130;23;A-604;C;H;;TL;PROJET MISE EN PRODUCTION;60;MAR;1030
BA;IND2902;02;3,00;130;24;A-604;C;H;;TL;PROJET MISE EN PRODUCTION;60;MAR;1130
BA;IND2902;02;3,00;130;31;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;MER;0830
BA;IND2902;02;3,00;130;32;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;MER;0930
BA;IND2902;02;3,00;130;33;A-604;L;H;;TL;PROJET MISE EN PRODUCTION;60;MER;1030
BA;IND3000;01;1,00;500;5A;INTERNET;C;A;;T;COMMUNICATION ECRITE ET ORALE;100;VEN;1745
BA;IND3000A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;100;VEN;1745
BA;IND3000I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;50;VEN;1745
BA;IND3120;01;3,00;30;21;M-2110;C;A;;T;ING. COOP. DEVELOP. INTERNAT.;30;MAR;0830
BA;IND3120;01;3,00;30;22;M-2110;C;A;;T;ING. COOP. DEVELOP. INTERNAT.;30;MAR;0930
BA;IND3120;01;3,00;30;23;M-2110;C;A;;T;ING. COOP. DEVELOP. INTERNAT.;30;MAR;1030
BA;IND3202;01;3,00;60;35;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1245
BA;IND3202;01;3,00;60;36;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1345
BA;IND3202;01;3,00;60;37;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1445
BA;IND3202;02;3,00;60;3A0;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1700
BA;IND3202;02;3,00;60;3B0;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1800
BA;IND3202;02;3,00;60;390;M-2401;C;A;;T;GESTION ET IMPACTS DU CHANG.;60;MER;1600
BA;IND3303;01;3,00;150;11;M-1010;C;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;140;LUN;0830
BA;IND3303;01;3,00;150;12;M-1010;C;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;140;LUN;0930
BA;IND3303;01;3,00;150;13;M-1010;C;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;140;LUN;1030
BA;IND3303;01;3,00;55;35;M-2107;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;1245
BA;IND3303;01;3,00;55;36;M-2107;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;1345
BA;IND3303;01;3,00;55;37;M-2107;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;1445
BA;IND3303;02;3,00;45;46;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;JEU;1345
BA;IND3303;02;3,00;45;47;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;JEU;1445
BA;IND3303;02;3,00;45;48;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;JEU;1545
BA;IND3303;03;3,00;45;31;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;0830
BA;IND3303;03;3,00;45;32;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;0930
BA;IND3303;03;3,00;45;33;B-315;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MER;1030
BA;IND3303;04;3,00;45;2A;C-539.6;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MAR;1745
BA;IND3303;04;3,00;45;28;C-539.6;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MAR;1545
BA;IND3303;04;3,00;45;29;C-539.6;L;H;;TLS;CONCEPT. ET REING. D'IMPLANT.;30;MAR;1645
BA;IND3304;01;3,00;150;25;M-1010;C;B;;TLS;SIMUL. DE SYST. DE PRODUCTION;140;MAR;1245
BA;IND3304;01;3,00;150;26;M-1010;C;B;;TLS;SIMUL. DE SYST. DE PRODUCTION;140;MAR;1345
BA;IND3304;01;3,00;150;27;M-1010;C;B;;TLS;SIMUL. DE SYST. DE PRODUCTION;140;MAR;1445
BA;IND3304;01;3,00;50;51;L-6622;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;0830
BA;IND3304;01;3,00;50;52;L-6622;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;0930
BA;IND3304;01;3,00;50;53;L-6622;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1030
BA;IND3304;02;3,00;50;51;L-6622;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;0830
BA;IND3304;02;3,00;50;52;L-6622;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;0930
BA;IND3304;02;3,00;50;53;L-6622;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1030
BA;IND3304;03;3,00;60;57;L-6614;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1445
BA;IND3304;03;3,00;60;58;L-6614;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1545
BA;IND3304;03;3,00;60;59;L-6614;L;B;I;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1645
BA;IND3304;04;3,00;60;57;L-6614;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1445
BA;IND3304;04;3,00;60;58;L-6614;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1545
BA;IND3304;04;3,00;60;59;L-6614;L;B;P;TLS;SIMUL. DE SYST. DE PRODUCTION;35;VEN;1645
BA;INF0101;01;3,00;100;1A;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;1745
BA;INF0101;01;3,00;100;18;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;1545
BA;INF0101;01;3,00;100;19;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;1645
BA;INF0101;01;3,00;80;25;L-6613;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;70;MAR;1245
BA;INF0101;01;3,00;80;26;L-6613;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;70;MAR;1345
BA;INF0101;01;3,00;80;27;L-6613;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;70;MAR;1445
BA;INF0101;02;3,00;100;1B;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;1845
BA;INF0101;02;3,00;100;1C;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;1945
BA;INF0101;02;3,00;100;1D;M-1020;C;H;;TLS;INTROD. OUTILS INFORMATIQUES;100;LUN;2045
BA;INF0101;02;3,00;60;25;L-6616;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1245
BA;INF0101;02;3,00;60;26;L-6616;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1345
BA;INF0101;02;3,00;60;27;L-6616;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1445
BA;INF0101;03;3,00;60;25;L-6614;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1245
BA;INF0101;03;3,00;60;26;L-6614;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1345
BA;INF0101;03;3,00;60;27;L-6614;L;H;;TLS;INTROD. OUTILS INFORMATIQUES;60;MAR;1445
BA;INF0102;01;3,00;65;2A;L-2708;C;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MAR;1745
BA;INF0102;01;3,00;65;28;L-2708;C;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MAR;1545
BA;INF0102;01;3,00;65;29;L-2708;C;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MAR;1645
BA;INF0102;01;3,00;60;37;L-6614;L;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MER;1445
BA;INF0102;01;3,00;60;38;L-6614;L;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MER;1545
BA;INF0102;01;3,00;60;39;L-6614;L;H;;TL;INTROD. A LA PROG. POUR L'ING.;50;MER;1645
BA;INF1005C;01;3,00;65;17;L-2710;C;H;;TL;PROGRAMMATION PROCEDURALE;25;LUN;1445
BA;INF1005C;01;3,00;65;18;L-2710;C;H;;TL;PROGRAMMATION PROCEDURALE;25;LUN;1545
BA;INF1005C;01;3,00;65;19;L-2710;C;H;;TL;PROGRAMMATION PROCEDURALE;25;LUN;1645
BA;INF1005C;01;3,00;80;35;L-6611;L;H;;TL;PROGRAMMATION PROCEDURALE;25;MER;1245
BA;INF1005C;01;3,00;80;36;L-6611;L;H;;TL;PROGRAMMATION PROCEDURALE;25;MER;1345
BA;INF1005C;01;3,00;80;37;L-6611;L;H;;TL;PROGRAMMATION PROCEDURALE;25;MER;1445
BA;INF1005D;01;3,00;100;37;M-1410;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;64;MER;1445
BA;INF1005D;01;3,00;100;38;M-1410;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;64;MER;1545
BA;INF1005D;01;3,00;100;39;M-1410;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;64;MER;1645
BA;INF1005D;01;3,00;60;17;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1445
BA;INF1005D;01;3,00;60;18;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1545
BA;INF1005D;01;3,00;60;19;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1645
BA;INF1005D;02;3,00;100;41;M-1120;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;JEU;0830
BA;INF1005D;02;3,00;100;42;M-1120;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;JEU;0930
BA;INF1005D;02;3,00;100;43;M-1120;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;JEU;1030
BA;INF1005D;02;3,00;60;11;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;0830
BA;INF1005D;02;3,00;60;12;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;0930
BA;INF1005D;02;3,00;60;13;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1030
BA;INF1005D;03;3,00;98;51;B-311;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;VEN;0830
BA;INF1005D;03;3,00;98;52;B-311;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;VEN;0930
BA;INF1005D;03;3,00;98;53;B-311;C;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;53;VEN;1030
BA;INF1005D;03;3,00;60;21;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;MAR;0830
BA;INF1005D;03;3,00;60;22;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;MAR;0930
BA;INF1005D;03;3,00;60;23;L-6616;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;MAR;1030
BA;INF1005D;04;3,00;60;21;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;30;MAR;0830
BA;INF1005D;04;3,00;60;22;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;30;MAR;0930
BA;INF1005D;04;3,00;60;23;L-6624;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;30;MAR;1030
BA;INF1005D;05;3,00;60;17;L-6655;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1445
BA;INF1005D;05;3,00;60;18;L-6655;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1545
BA;INF1005D;05;3,00;60;19;L-6655;L;H;;TLS;PROGRAM. PROCEDURALE EN PYTHON;35;LUN;1645
BA;INF1007;01;4,00;100;46;L-1710;C;H;;TLS;INTROD. A LA PROGRAMMATION;5;JEU;1345
BA;INF1007;01;4,00;100;47;L-1710;C;H;;TLS;INTROD. A LA PROGRAMMATION;5;JEU;1445
BA;INF1007;01;4,00;100;53;M-1120;C;H;;TLS;INTROD. A LA PROGRAMMATION;5;VEN;1030
BA;INF1007;01;4,00;100;54;M-1120;C;H;;TLS;INTROD. A LA PROGRAMMATION;5;VEN;1130
BA;INF1007;01;4,00;70;15;M-2204;L;H;;TLS;INTROD. A LA PROGRAMMATION;5;LUN;1245
BA;INF1007;01;4,00;70;16;M-2204;L;H;;TLS;INTROD. A LA PROGRAMMATION;5;LUN;1345
BA;INF1007;01;4,00;58;28;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;5;MAR;1545
BA;INF1007;01;4,00;58;29;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;5;MAR;1645
BA;INF1007;02;4,00;58;15;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;1;LUN;1245
BA;INF1007;02;4,00;58;16;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;1;LUN;1345
BA;INF1007;02;4,00;58;35;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;1;MER;1245
BA;INF1007;02;4,00;58;36;A-621;L;H;;TLS;INTROD. A LA PROGRAMMATION;1;MER;1345
BA;INF1010;01;3,00;100;31;M-1120;C;H;;TLS;PROGRAMMATION ORIENTEE OBJET;80;MER;0830
BA;INF1010;01;3,00;100;32;M-1120;C;H;;TLS;PROGRAMMATION ORIENTEE OBJET;80;MER;0930
BA;INF1010;01;3,00;100;33;M-1120;C;H;;TLS;PROGRAMMATION ORIENTEE OBJET;80;MER;1030
BA;INF1010;01;3,00;50;46;L-6615;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;JEU;1345
BA;INF1010;01;3,00;50;47;L-6615;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;JEU;1445
BA;INF1010;01;3,00;50;48;L-6615;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;JEU;1545
BA;INF1010;02;3,00;60;57;L-6659;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;VEN;1445
BA;INF1010;02;3,00;60;58;L-6659;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;VEN;1545
BA;INF1010;02;3,00;60;59;L-6659;L;H;;TLS;PROGRAMMATION ORIENTEE OBJET;40;VEN;1645
BA;INF1015;01;4,00;120;42;M-1510;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;JEU;0930
BA;INF1015;01;4,00;120;43;M-1510;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;JEU;1030
BA;INF1015;01;4,00;120;44;M-1510;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;JEU;1130
BA;INF1015;01;4,00;60;25;L-6624;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MAR;1245
BA;INF1015;01;4,00;60;26;L-6624;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MAR;1345
BA;INF1015;01;4,00;60;35;L-6614;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MER;1245
BA;INF1015;01;4,00;60;36;L-6614;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MER;1345
BA;INF1015;02;4,00;125;31;B-316.1;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;MER;0830
BA;INF1015;02;4,00;125;32;B-316.1;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;MER;0930
BA;INF1015;02;4,00;125;33;B-316.1;C;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;110;MER;1030
BA;INF1015;02;4,00;60;15;L-6659;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;LUN;1245
BA;INF1015;02;4,00;60;16;L-6659;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;LUN;1345
BA;INF1015;02;4,00;60;28;L-6616;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MAR;1545
BA;INF1015;02;4,00;60;29;L-6616;L;H;;TLS;PROGRAM. ORIENTEE OBJ. AVANCEE;55;MAR;1645
